market_id,question,cutoff_ts,token_used,last_mid,last_bid,last_ask,spread,depth_k,ob_imbalance,vol_1h,vol_24h,vol_7d,volat_1d,volat_7d,momentum_1h,momentum_24h,label_outcome
will-ethereum-dip-to-3600-october-27-november-2,"Will Ethereum dip to $3,600 October 27-November 2?",2025-11-03 00:00:00+00:00,114112555302347943266235019284722453019301670688097726585681750940503053373836,0.09,0.05,0.13,0.08,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
will-solana-dip-to-130-october-27-november-2,Will Solana dip to $130 October 27-November 2?,2025-11-03 00:00:00+00:00,41622864138084019858218490643526633503780258585797374863447203672506372899921,0.5,0.001,0.999,0.998,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
will-xrp-reach-3pt3-october-27-november-2,Will XRP reach $3.30 October 27-November 2?,2025-11-03 00:00:00+00:00,114287139388732137965951125542636362216097788183005129018936948281328570418137,0.5,0.001,0.999,0.998,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
will-ethereum-dip-to-3900-october-27-november-2,"Will Ethereum dip to $3,900 October 27-November 2?",2025-11-03 00:00:00+00:00,54932044462268061051754977337040464354806052317671313146827256926686327255957,0.425,0.39,0.46,0.07,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
will-ethereum-dip-to-3700-october-27-november-2,"Will Ethereum dip to $3,700 October 27-November 2?",2025-11-03 00:00:00+00:00,36188515788060293311474893375313445389478916421874704742813922840870686228559,0.16,0.12,0.2,0.08,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
will-solana-reach-220-october-27-november-2,Will Solana reach $220 October 27-November 2?,2025-11-03 00:00:00+00:00,19406140492476368605045198389593157448277460368841015664104555426379929008835,0.61,0.24,0.98,0.74,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
will-xrp-dip-to-2pt2-october-27-november-2,Will XRP dip to $2.20 October 27-November 2?,2025-11-03 00:00:00+00:00,52582419995428630431314695117228526760437204106502713806923745474329015481414,0.07,0.02,0.12,0.1,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
will-solana-dip-to-180-october-27-november-2,Will Solana dip to $180 October 27-November 2?,2025-11-03 00:00:00+00:00,114456882747844518999525227170666929488375209466617405038862522876947211175928,0.575,0.17,0.98,0.81,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
will-solana-dip-to-190-october-27-november-2,Will Solana dip to $190 October 27-November 2?,2025-11-03 00:00:00+00:00,37865395398177625203514034689495697323271217464642192219566188426062926119222,0.495,0.01,0.98,0.97,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
will-bitcoin-dip-to-108k-october-27-november-2,"Will Bitcoin dip to $108,000 October 27-November 2?",2025-11-03 00:00:00+00:00,11754425206112149578956650439236221036695053952853784232295803486798385870852,0.565,0.14,0.99,0.85,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
will-solana-dip-to-160-october-27-november-2,Will Solana dip to $160 October 27-November 2?,2025-11-03 00:00:00+00:00,56765264707603351632973976825740807599385225716186541259256712838884888300208,0.5,0.001,0.999,0.998,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
will-ethereum-dip-to-3500-october-27-november-2,"Will Ethereum dip to $3,500 October 27-November 2?",2025-11-03 00:00:00+00:00,14627670018402366183038329693056933720081226249942047620489475968296609637124,0.5,0.01,0.99,0.98,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
will-xrp-reach-2pt7-october-27-november-2,Will XRP reach $2.70 October 27-November 2?,2025-11-03 00:00:00+00:00,108253686659696759931130741819145284272387245084317250339292118115757561497323,0.855,0.79,0.92,0.13,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
will-solana-reach-210-october-27-november-2,Will Solana reach $210 October 27-November 2?,2025-11-03 00:00:00+00:00,24120642504879433721913804717082320343185726958381889926621513857323902645835,0.495,0.01,0.98,0.97,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
will-bitcoin-reach-126k-october-27-november-2,"Will Bitcoin reach $126,000 October 27-November 2?",2025-11-03 00:00:00+00:00,42887989030967656144262701778786585389138636581177239437422779574424952388831,0.065,0.01,0.12,0.11,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
will-bitcoin-dip-to-104k-october-27-november-2,"Will Bitcoin dip to $104,000 October 27-November 2?",2025-11-03 00:00:00+00:00,10842027629725746195901212750179247291521673744567062337275732368815763216393,0.045,0.01,0.08,0.07,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
will-xrp-reach-3pt1-october-27-november-2,Will XRP reach $3.10 October 27-November 2?,2025-11-03 00:00:00+00:00,98015677676206034226338986650865019634299535935999523346532059306717298765973,0.135,0.07,0.2,0.13,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
will-solana-dip-to-140-october-27-november-2,Will Solana dip to $140 October 27-November 2?,2025-11-03 00:00:00+00:00,102974181235161019475278814659787682154461391171536124407459389074846892645527,0.5,0.001,0.999,0.998,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
will-xrp-dip-to-2pt5-october-27-november-2,Will XRP dip to $2.50 October 27-November 2?,2025-11-03 00:00:00+00:00,94875764519541327849908761015027539720483382267649769443522218475379167001848,0.485,0.41,0.56,0.15,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
will-solana-reach-230-october-27-november-2,Will Solana reach $230 October 27-November 2?,2025-11-03 00:00:00+00:00,8511089032754363204056557424778606502437331424646260714816251147597182357013,0.13,0.08,0.18,0.1,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
will-ethereum-reach-4700-october-27-november-2,"Will Ethereum reach $4,700 October 27-November 2?",2025-11-03 00:00:00+00:00,29843758615777914642727786119045544566514668523140181682021193052020417833072,0.165,0.12,0.21,0.09,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
will-bitcoin-reach-118k-october-27-november-2,"Will Bitcoin reach $118,000 October 27-November 2?",2025-11-03 00:00:00+00:00,24233715464238248474966882645464557690683538806995463134101911362710654464252,0.405,0.01,0.8,0.79,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
will-xrp-reach-3-october-27-november-2,Will XRP reach $3.00 October 27-November 2?,2025-11-03 00:00:00+00:00,79511576661912951045552440050936446673367748175550832757544034953579743945197,0.215,0.15,0.28,0.13,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
will-ethereum-reach-4400-october-27-november-2,"Will Ethereum reach $4,400 October 27-November 2?",2025-11-03 00:00:00+00:00,99444003152887989186745902450036570522928255939389280255408968102857805621136,0.735,0.48,0.99,0.51,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
will-ethereum-dip-to-3800-october-27-november-2,"Will Ethereum dip to $3,800 October 27-November 2?",2025-11-03 00:00:00+00:00,25523995009082653176795467079884918439552412610214803173483208781972520735089,0.28,0.24,0.32,0.08,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
will-bitcoin-reach-116k-october-27-november-2,"Will Bitcoin reach $116,000 October 27-November 2?",2025-11-03 00:00:00+00:00,112528987825462280532501086408710377975529214257720622195480054174747509350310,0.001,0.001,,,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
will-bitcoin-dip-to-100k-october-27-november-2,"Will Bitcoin dip to $100,000 October 27-November 2?",2025-11-03 00:00:00+00:00,63692146738573521531718403913592070109823758530620183072829507968088657218477,0.5,0.001,0.999,0.998,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
will-solana-reach-250-october-27-november-2,Will Solana reach $250 October 27-November 2?,2025-11-03 00:00:00+00:00,62899594600792304082883207127968186655029335191728058058914950941533307395851,0.5,0.001,0.999,0.998,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
will-bitcoin-reach-124k-october-27-november-2,"Will Bitcoin reach $124,000 October 27-November 2?",2025-11-03 00:00:00+00:00,38428541469229105620546903159518501908400881213615600828450797314782472336224,0.135,0.09,0.18,0.09,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
will-solana-dip-to-150-october-27-november-2,Will Solana dip to $150 October 27-November 2?,2025-11-03 00:00:00+00:00,31804304543442945089670506534268034113276964157666589014407070118704150108635,0.5,0.001,0.999,0.998,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
will-the-price-of-xrp-be-less-than-2pt20-on-november-2,Will the price of XRP be less than $2.20 on November 2?,2025-11-02 00:00:00+00:00,87607664832756857368360698895077697809997352412346370833830401612343168508321,0.5,0.001,0.999,0.998,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
will-the-price-of-ethereum-be-between-4200-4300-on-november-2,"Will the price of Ethereum be between $4,200 and $4,300 on November 2?",2025-11-02 00:00:00+00:00,88924088882248807692904073858107589378010150352393202252378673341740921675786,0.115,0.09,0.14,0.05,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
bitcoin-above-110k-on-november-2,"Will the price of Bitcoin be above $110,000 on November 2?",2025-11-02 00:00:00+00:00,107016517736697007809658894696110884909936964769752901236092404787390105733516,0.5,0.01,0.99,0.98,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
solana-above-230-on-november-2,Will the price of Solana be above $230 on November 2?,2025-11-02 00:00:00+00:00,87550297209465689868861901116651834961130213937368276103267252057845616844946,0.5,0.01,0.99,0.98,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
ethereum-above-4500-on-november-2,"Will the price of Ethereum be above $4,500 on November 2?",2025-11-02 00:00:00+00:00,110963695013959669145758608100260912788976198442862146060720878071584921546004,0.5,0.01,0.99,0.98,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
will-the-price-of-xrp-be-between-2pt90-3pt00-on-november-2,Will the price of XRP be between $2.90 and $3.00 on November 2?,2025-11-02 00:00:00+00:00,7867371824662108479354697585492283720819772457412041736853807447258586284366,0.08,0.03,0.13,0.1,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
will-the-price-of-solana-be-less-than-150-on-november-2,Will the price of Solana be less than $150 on November 2?,2025-11-02 00:00:00+00:00,51405117157463511889486564036401601679141611761819303245969306124867856608544,0.5,0.001,0.999,0.998,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
solana-above-250-on-november-2,Will the price of Solana be above $250 on November 2?,2025-11-02 00:00:00+00:00,21450886617685387333840247457711928081883962051611360008248180376516149067255,0.5,0.001,0.999,0.998,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
xrp-above-2pt1-on-november-2,Will the price of XRP be above $2.10 on November 2?,2025-11-02 00:00:00+00:00,74177050925013120337849916005765007859501010654424243504418241735091564849968,0.5,0.001,0.999,0.998,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
xrp-above-2pt2-on-november-2,Will the price of XRP be above $2.20 on November 2?,2025-11-02 00:00:00+00:00,26066739283924824556216815334000299497986486478863627682611438439473784024578,0.5,0.001,0.999,0.998,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
will-the-price-of-bitcoin-be-between-110000-112000-on-november-2,"Will the price of Bitcoin be between $110,000 and $112,000 on November 2?",2025-11-02 00:00:00+00:00,52636579165157450647826561998448325090669389790812463156369026695431887437465,0.105,0.07,0.14,0.07,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
xrp-above-2pt4-on-november-2,Will the price of XRP be above $2.40 on November 2?,2025-11-02 00:00:00+00:00,76491069817003889718087458024232542151671555549367941588873759950390332836890,0.47,0.01,0.93,0.92,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
solana-above-220-on-november-2,Will the price of Solana be above $220 on November 2?,2025-11-02 00:00:00+00:00,37335948199323228423195009203143440231748861208426008199529280826625094567996,0.5,0.01,0.99,0.98,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
will-the-price-of-ethereum-be-greater-than-4500-on-november-2,"Will the price of Ethereum be greater than $4,500 on November 2?",2025-11-02 00:00:00+00:00,22093332892971296475636967867256392912804874185662094739979346127357340342886,0.215,0.18,0.25,0.07,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
ere-utr-nec-2025-11-02-btts,FC Utrecht vs. NEC: Both Teams to Score,2025-11-02 00:00:00+00:00,101556792057368904689495757097599967507064205126999776376229266012111751489997,0.5,0.01,0.99,0.98,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
will-the-price-of-solana-be-between-210-220-on-november-2,Will the price of Solana be between $210 and $220 on November 2?,2025-11-02 00:00:00+00:00,109087719642621350077542994420295674677098545207224887409256570912830524458821,0.16,0.12,0.2,0.08,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
will-the-price-of-bitcoin-be-between-120000-122000-on-november-2,"Will the price of Bitcoin be between $120,000 and $122,000 on November 2?",2025-11-02 00:00:00+00:00,44029789446522005092473622588174411964117576911634026270219694804937935126972,0.085,0.05,0.12,0.07,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
bitcoin-above-114k-on-november-2,"Will the price of Bitcoin be above $114,000 on November 2?",2025-11-02 00:00:00+00:00,56963335172908495655142379289512161193449126029496842072078190037824904704731,0.5,0.01,0.99,0.98,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
solana-above-210-on-november-2,Will the price of Solana be above $210 on November 2?,2025-11-02 00:00:00+00:00,6650804480351635004463957838815236500308931838382386222390620820454165086475,0.5,0.01,0.99,0.98,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
solana-above-150-on-november-2,Will the price of Solana be above $150 on November 2?,2025-11-02 00:00:00+00:00,31243245078720219676526953992984398298720190514048076263157047656055264777780,0.5,0.001,0.999,0.998,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
will-the-price-of-ethereum-be-between-4000-4100-on-november-2,"Will the price of Ethereum be between $4,000 and $4,100 on November 2?",2025-11-02 00:00:00+00:00,3074476953586326894825481213829927195825436142829418383171137191168548711419,0.105,0.08,0.13,0.05,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
xrp-above-2pt6-on-november-2,Will the price of XRP be above $2.60 on November 2?,2025-11-02 00:00:00+00:00,107812809537139300216329746127373430603845317454422974248425825917787863131124,0.335,0.01,0.66,0.65,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
will-the-price-of-solana-be-between-190-200-on-november-2,Will the price of Solana be between $190 and $200 on November 2?,2025-11-02 00:00:00+00:00,60768320810609784304601778641963546101753519995247049097622249327008841619133,0.22,0.18,0.26,0.08,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
will-the-price-of-solana-be-between-160-170-on-november-2,Will the price of Solana be between $160 and $170 on November 2?,2025-11-02 00:00:00+00:00,7227503123940771112070596129066967436636740752680540805540733041317814689802,0.5,0.001,0.999,0.998,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
will-the-price-of-solana-be-between-170-180-on-november-2,Will the price of Solana be between $170 and $180 on November 2?,2025-11-02 00:00:00+00:00,19904115075699282489740934141930211498699786159815003703364946119676747563765,0.455,0.01,0.9,0.89,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
xrp-above-3-on-november-2,Will the price of XRP be above $3.00 on November 2?,2025-11-02 00:00:00+00:00,80846720152011490513010280999990328201968589431080591310144144236464278896650,0.5,0.01,0.99,0.98,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
will-the-price-of-ethereum-be-between-4400-4500-on-november-2,"Will the price of Ethereum be between $4,400 and $4,500 on November 2?",2025-11-02 00:00:00+00:00,109515555412469347046547334193180029352275741603313867691371666998145029568023,0.085,0.06,0.11,0.05,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
bitcoin-above-112k-on-november-2,"Will the price of Bitcoin be above $112,000 on November 2?",2025-11-02 00:00:00+00:00,78179272412778957702073779667689617159628092141673725602660380533081448197435,0.5,0.01,0.99,0.98,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
ethereum-above-4300-on-november-2,"Will the price of Ethereum be above $4,300 on November 2?",2025-11-02 00:00:00+00:00,767346772731107365361337504362146130312603591894799243842015293527439496337,0.5,0.01,0.99,0.98,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
ethereum-above-4200-on-november-2,"Will the price of Ethereum be above $4,200 on November 2?",2025-11-02 00:00:00+00:00,108084051446929530376450713774887958915992371258318223739335109316294833411194,0.5,0.01,0.99,0.98,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
bitcoin-above-118k-on-november-2,"Will the price of Bitcoin be above $118,000 on November 2?",2025-11-02 00:00:00+00:00,19923445377747402048720994326993640384853916428523157960351660575492338013103,0.5,0.01,0.99,0.98,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
ere-spa-az-2025-11-02-btts,Sparta Rotterdam vs. AZ: Both Teams to Score,2025-11-02 00:00:00+00:00,47359858134218481894111613471379568090081928794130079231749433721630197036866,0.5,0.01,0.99,0.98,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
will-the-price-of-xrp-be-between-3pt00-3pt10-on-november-2,Will the price of XRP be between $3.00 and $3.10 on November 2?,2025-11-02 00:00:00+00:00,113709024719246743916597450469223970236898098450602916575032890277040716368244,0.5,0.001,0.999,0.998,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
solana-above-200-on-november-2,Will the price of Solana be above $200 on November 2?,2025-11-02 00:00:00+00:00,72061550476075871895242550779630228236770926579730083154845456231954094457232,0.5,0.01,0.99,0.98,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
solana-above-240-on-november-2,Will the price of Solana be above $240 on November 2?,2025-11-02 00:00:00+00:00,94607286640832685301704453636270151648912502003882558214302214428634324115733,0.5,0.001,0.999,0.998,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
bitcoin-above-106k-on-november-2,"Will the price of Bitcoin be above $106,000 on November 2?",2025-11-02 00:00:00+00:00,45396964197148851772159838150055313867946580190267440437980803249243895530059,0.5,0.01,0.99,0.98,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
bitcoin-above-120k-on-november-2,"Will the price of Bitcoin be above $120,000 on November 2?",2025-11-02 00:00:00+00:00,112456702358656537718685994952125673756588298526873934457110788893792545934310,0.5,0.01,0.99,0.98,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
xrp-above-2pt7-on-november-2,Will the price of XRP be above $2.70 on November 2?,2025-11-02 00:00:00+00:00,62291719063389780793113354172781074301597304766787250629264871638897152084801,0.41,0.36,0.46,0.1,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
will-the-price-of-bitcoin-be-between-114000-116000-on-november-2,"Will the price of Bitcoin be between $114,000 and $116,000 on November 2?",2025-11-02 00:00:00+00:00,74763944566105350159431499532373908445581774764092210520578000116785986852441,0.13,0.09,0.17,0.08,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
solana-above-180-on-november-2,Will the price of Solana be above $180 on November 2?,2025-11-02 00:00:00+00:00,58798286838002117619615854151039701402570633670237744012828828432971309715252,0.93,0.88,0.98,0.1,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
will-the-price-of-ethereum-be-between-3600-3700-on-november-2,"Will the price of Ethereum be between $3,600 and $3,700 on November 2?",2025-11-02 00:00:00+00:00,32353601966673746944698215551578582212972928459317868248316567149292897027854,0.5,0.001,0.999,0.998,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
will-the-price-of-solana-be-between-220-230-on-november-2,Will the price of Solana be between $220 and $230 on November 2?,2025-11-02 00:00:00+00:00,92449556490926509838644334292573379065144171647197523298112125536135816892525,0.12,0.08,0.16,0.08,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
ethereum-above-3800-on-november-2,"Will the price of Ethereum be above $3,800 on November 2?",2025-11-02 00:00:00+00:00,64936121992498200557341713449777481964642159215903142903829372847812967520166,0.895,0.84,0.95,0.11,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
ethereum-above-4600-on-november-2,"Will the price of Ethereum be above $4,600 on November 2?",2025-11-02 00:00:00+00:00,86311108104562111635032892475779011214464076599188841521910236905146928334830,0.5,0.01,0.99,0.98,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
will-the-price-of-solana-be-between-150-160-on-november-2,Will the price of Solana be between $150 and $160 on November 2?,2025-11-02 00:00:00+00:00,111328590634572848116093763102884226284146222147184157454827394427145186843108,0.5,0.001,0.999,0.998,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
bitcoin-above-108k-on-november-2,"Will the price of Bitcoin be above $108,000 on November 2?",2025-11-02 00:00:00+00:00,113584691105850853511710683721135486803567086268739275601305526924933326873638,0.5,0.01,0.99,0.98,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
will-the-price-of-bitcoin-be-between-106000-108000-on-november-2,"Will the price of Bitcoin be between $106,000 and $108,000 on November 2?",2025-11-02 00:00:00+00:00,101370739375894551791671404960106698022775334059174873708523307989522256480248,0.045,0.02,0.07,0.05,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
will-the-price-of-bitcoin-be-between-118000-120000-on-november-2,"Will the price of Bitcoin be between $118,000 and $120,000 on November 2?",2025-11-02 00:00:00+00:00,26275058920376087045827852042188230684661270800277121267869233622611144729518,0.11,0.07,0.15,0.08,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
bitcoin-above-116k-on-november-2,"Will the price of Bitcoin be above $116,000 on November 2?",2025-11-02 00:00:00+00:00,40561247249902328289525618951830425182461012751009661436888993949423014182384,0.5,0.01,0.99,0.98,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
mex-mon1-tig-2025-11-01-btts,CF Monterrey vs. Tigres de la UANL: Both Teams to Score,2025-11-02 00:00:00+00:00,59597714170352231940741188808860486982753786982191693981020254199424495499625,0.5,0.01,0.99,0.98,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
bitcoin-above-122k-on-november-2,"Will the price of Bitcoin be above $122,000 on November 2?",2025-11-02 00:00:00+00:00,26987841409029671220479900904255442380989868630716648817574336379983468373221,0.5,0.01,0.99,0.98,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
will-the-price-of-ethereum-be-between-4300-4400-on-november-2,"Will the price of Ethereum be between $4,300 and $4,400 on November 2?",2025-11-02 00:00:00+00:00,44020285459733382455733265262534019561319205509240492108498916430962052598560,0.1,0.07,0.13,0.06,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
will-the-price-of-solana-be-greater-than-240-on-november-2,Will the price of Solana be greater than $240 on November 2?,2025-11-02 00:00:00+00:00,51356607241582451801585003821282483674410722771121174324188675402443035226475,0.5,0.001,0.999,0.998,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
will-the-price-of-xrp-be-between-2pt60-2pt70-on-november-2,Will the price of XRP be between $2.60 and $2.70 on November 2?,2025-11-02 00:00:00+00:00,16385358054130140809665500929580799861355983569414452624416335689573188666955,0.165,0.11,0.22,0.11,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
solana-above-170-on-november-2,Will the price of Solana be above $170 on November 2?,2025-11-02 00:00:00+00:00,36960157772648289798864747003618699187241939811346059277639924593390148516112,0.5,0.001,0.999,0.998,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
xrp-above-2pt3-on-november-2,Will the price of XRP be above $2.30 on November 2?,2025-11-02 00:00:00+00:00,97560652035945097362276835003003192104422850285586227806558461912445383324470,0.49,0.01,0.97,0.96,0,,0.0,0.0,0.0,0.0,0.10814048048767999,0.0,0.0,
ere-her-zwo-2025-11-02-btts,Heracles Almelo vs. PEC Zwolle: Both Teams to Score,2025-11-02 00:00:00+00:00,104173302791457395605516629160341921552154109453978175324822606834367164377840,0.5,0.01,0.99,0.98,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
ethereum-above-3600-on-november-2,"Will the price of Ethereum be above $3,600 on November 2?",2025-11-02 00:00:00+00:00,38154432742041355061508059797611474518797514854902149444609112816921003053748,0.5,0.01,0.99,0.98,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
xrp-above-2pt5-on-november-2,Will the price of XRP be above $2.50 on November 2?,2025-11-02 00:00:00+00:00,6373825892290375166801313750667862216694797177708382555800428625940178351498,0.41,0.01,0.81,0.8,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
solana-above-160-on-november-2,Will the price of Solana be above $160 on November 2?,2025-11-02 00:00:00+00:00,91621620506149966913495342689246824782821855387030027071350445182835381318293,0.5,0.001,0.999,0.998,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
will-the-price-of-solana-be-between-200-210-on-november-2,Will the price of Solana be between $200 and $210 on November 2?,2025-11-02 00:00:00+00:00,88924356190529173371320261871345932754637902535622536175918152316922127790454,0.23,0.19,0.27,0.08,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
will-the-price-of-xrp-be-between-2pt70-2pt80-on-november-2,Will the price of XRP be between $2.70 and $2.80 on November 2?,2025-11-02 00:00:00+00:00,44750880089871838323914272169756155291861394726551700948107480345891651189193,0.14,0.09,0.19,0.1,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
solana-above-190-on-november-2,Will the price of Solana be above $190 on November 2?,2025-11-02 00:00:00+00:00,86256700945922161914272872031371910549134886712776060985059996982348699880463,0.82,0.78,0.86,0.08,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
ethereum-above-4100-on-november-2,"Will the price of Ethereum be above $4,100 on November 2?",2025-11-02 00:00:00+00:00,17997385094264484439840147180154491732159218158514529629362423321676493362360,0.5,0.01,0.99,0.98,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
will-the-price-of-bitcoin-be-between-112000-114000-on-november-2,"Will the price of Bitcoin be between $112,000 and $114,000 on November 2?",2025-11-02 00:00:00+00:00,88993978412174172972634196922505517404007932999911189728989074971409708469359,0.125,0.09,0.16,0.07,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
will-the-price-of-xrp-be-between-2pt40-2pt50-on-november-2,Will the price of XRP be between $2.40 and $2.50 on November 2?,2025-11-02 00:00:00+00:00,98649102681858190951303042048480122868424331988748639289943698073743208808342,0.115,0.06,0.17,0.11,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
ethereum-above-4400-on-november-2,"Will the price of Ethereum be above $4,400 on November 2?",2025-11-02 00:00:00+00:00,61713433399371290256030490739454726371006186177984777310637583033048531251617,0.5,0.01,0.99,0.98,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
will-the-price-of-bitcoin-be-between-108000-110000-on-november-2,"Will the price of Bitcoin be between $108,000 and $110,000 on November 2?",2025-11-02 00:00:00+00:00,9098435547672359505265888317312128609063913561461733524684310883313310317646,0.075,0.04,0.11,0.07,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
will-the-price-of-xrp-be-between-2pt30-2pt40-on-november-2,Will the price of XRP be between $2.30 and $2.40 on November 2?,2025-11-02 00:00:00+00:00,47976528546035942232184625975357894002974264522470197985139132726772249313312,0.08,0.03,0.13,0.1,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
bitcoin-above-104k-on-november-2,"Will the price of Bitcoin be above $104,000 on November 2?",2025-11-02 00:00:00+00:00,7071774811607592722229095797372449821582683630130702546545093161857124825232,0.5,0.001,0.999,0.998,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
xrp-above-2pt8-on-november-1,Will the price of XRP be above $2.80 on November 1?,2025-11-01 00:00:00+00:00,109740958452045567520438301354988155963286070945290524403900135352441807105921,0.25,0.2,0.3,0.1,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
